"Outcome_variable","Score","Outcome"
"Expected_Outcomes_Index",4,"Expected restoration outcomes"
"Public_Support_Index",3.1666666666666665,"Public support for restoration"
"Ecosystem_Services_Index",6,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",4,"Perceived restoration implementation"
"Expected_Outcomes_Index",4,"Expected restoration outcomes"
"Public_Support_Index",3,"Public support for restoration"
"Ecosystem_Services_Index",10,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",3.7857142857142856,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.0625,"Expected restoration outcomes"
"Public_Support_Index",4.166666666666667,"Public support for restoration"
"Ecosystem_Services_Index",6.5,"Perceived importance of ecosystem services"
"Ecosystem_Services_Index",8.25,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",3.8333333333333335,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.714285714285714,"Expected restoration outcomes"
"Public_Support_Index",4.333333333333333,"Public support for restoration"
"Ecosystem_Services_Index",8.125,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",2.5714285714285716,"Perceived restoration implementation"
"Expected_Outcomes_Index",3.3125,"Expected restoration outcomes"
"Public_Support_Index",4.5,"Public support for restoration"
"Ecosystem_Services_Index",6.375,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",4.076923076923077,"Perceived restoration implementation"
"Expected_Outcomes_Index",3.2666666666666666,"Expected restoration outcomes"
"Public_Support_Index",3,"Public support for restoration"
"Ecosystem_Services_Index",8.125,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",3.7777777777777777,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.4,"Expected restoration outcomes"
"Public_Support_Index",3.6666666666666665,"Public support for restoration"
"Ecosystem_Services_Index",8.25,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",3.6153846153846154,"Perceived restoration implementation"
"Expected_Outcomes_Index",3.6666666666666665,"Expected restoration outcomes"
"Public_Support_Index",3.5,"Public support for restoration"
"Ecosystem_Services_Index",7.875,"Perceived importance of ecosystem services"
"Expected_Outcomes_Index",4,"Expected restoration outcomes"
"Public_Support_Index",2.3333333333333335,"Public support for restoration"
"Ecosystem_Services_Index",8,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",2.7857142857142856,"Perceived restoration implementation"
"Expected_Outcomes_Index",3.375,"Expected restoration outcomes"
"Public_Support_Index",2.8333333333333335,"Public support for restoration"
"Ecosystem_Services_Index",8.125,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",3,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.416666666666667,"Expected restoration outcomes"
"Public_Support_Index",2.8333333333333335,"Public support for restoration"
"Ecosystem_Services_Index",9.5,"Perceived importance of ecosystem services"
"Public_Support_Index",3.5,"Public support for restoration"
"Ecosystem_Services_Index",8.375,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",3.4615384615384617,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.625,"Expected restoration outcomes"
"Public_Support_Index",4.333333333333333,"Public support for restoration"
"Ecosystem_Services_Index",10,"Perceived importance of ecosystem services"
"Public_Support_Index",3,"Public support for restoration"
"Ecosystem_Services_Index",8.375,"Perceived importance of ecosystem services"
"Public_Support_Index",3.5,"Public support for restoration"
"Ecosystem_Services_Index",8.75,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",3.5,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.666666666666667,"Expected restoration outcomes"
"Public_Support_Index",4.166666666666667,"Public support for restoration"
"Ecosystem_Services_Index",7,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",4.25,"Perceived restoration implementation"
"Expected_Outcomes_Index",3.769230769230769,"Expected restoration outcomes"
"Public_Support_Index",3.8333333333333335,"Public support for restoration"
"Ecosystem_Services_Index",10,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",2.7777777777777777,"Perceived restoration implementation"
"Expected_Outcomes_Index",3,"Expected restoration outcomes"
"Public_Support_Index",3.8333333333333335,"Public support for restoration"
"Ecosystem_Services_Index",5.375,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",3.1818181818181817,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.083333333333333,"Expected restoration outcomes"
"Public_Support_Index",2.8333333333333335,"Public support for restoration"
"Ecosystem_Services_Index",8.25,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",4,"Perceived restoration implementation"
"Expected_Outcomes_Index",3.8,"Expected restoration outcomes"
"Public_Support_Index",3.1666666666666665,"Public support for restoration"
"Ecosystem_Services_Index",8.375,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",3.2857142857142856,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.625,"Expected restoration outcomes"
"Public_Support_Index",3.6666666666666665,"Public support for restoration"
"Ecosystem_Services_Index",7.875,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",3.6666666666666665,"Perceived restoration implementation"
"Expected_Outcomes_Index",3.5,"Expected restoration outcomes"
"Public_Support_Index",3,"Public support for restoration"
"Ecosystem_Services_Index",8.5,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",3.642857142857143,"Perceived restoration implementation"
"Expected_Outcomes_Index",3.8125,"Expected restoration outcomes"
"Public_Support_Index",3.6666666666666665,"Public support for restoration"
"Ecosystem_Services_Index",4.875,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",3.090909090909091,"Perceived restoration implementation"
"Expected_Outcomes_Index",3.1538461538461537,"Expected restoration outcomes"
"Ecosystem_Services_Index",6.25,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",1.9090909090909092,"Perceived restoration implementation"
"Expected_Outcomes_Index",3,"Expected restoration outcomes"
"Public_Support_Index",3.5,"Public support for restoration"
"Ecosystem_Services_Index",9.625,"Perceived importance of ecosystem services"
"Public_Support_Index",1.6666666666666667,"Public support for restoration"
"Ecosystem_Services_Index",9.125,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",4.666666666666667,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.846153846153846,"Expected restoration outcomes"
"Public_Support_Index",4,"Public support for restoration"
"Ecosystem_Services_Index",6.75,"Perceived importance of ecosystem services"
"Expected_Outcomes_Index",4.461538461538462,"Expected restoration outcomes"
"Public_Support_Index",3,"Public support for restoration"
"Ecosystem_Services_Index",6.875,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",3.5714285714285716,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.5625,"Expected restoration outcomes"
"Public_Support_Index",4.5,"Public support for restoration"
"Ecosystem_Services_Index",7.875,"Perceived importance of ecosystem services"
"Public_Support_Index",2.6666666666666665,"Public support for restoration"
"Ecosystem_Services_Index",7.75,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",2.3333333333333335,"Perceived restoration implementation"
"Public_Support_Index",3,"Public support for restoration"
"Ecosystem_Services_Index",4.5,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",2.5384615384615383,"Perceived restoration implementation"
"Expected_Outcomes_Index",2.8,"Expected restoration outcomes"
"Public_Support_Index",1.1666666666666667,"Public support for restoration"
"Ecosystem_Services_Index",6,"Perceived importance of ecosystem services"
"Public_Support_Index",1.3333333333333333,"Public support for restoration"
"Ecosystem_Services_Index",9.375,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",2.4285714285714284,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.1875,"Expected restoration outcomes"
"Public_Support_Index",4,"Public support for restoration"
"Ecosystem_Services_Index",8.125,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",4.357142857142857,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.571428571428571,"Expected restoration outcomes"
"Public_Support_Index",3,"Public support for restoration"
"Ecosystem_Services_Index",9.125,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",2.5833333333333335,"Perceived restoration implementation"
"Expected_Outcomes_Index",3.9166666666666665,"Expected restoration outcomes"
"Public_Support_Index",3.5,"Public support for restoration"
"Ecosystem_Services_Index",8.625,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",2.7142857142857144,"Perceived restoration implementation"
"Expected_Outcomes_Index",3.4375,"Expected restoration outcomes"
"Public_Support_Index",2.5,"Public support for restoration"
"Ecosystem_Services_Index",9.375,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",5,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.625,"Expected restoration outcomes"
"Public_Support_Index",4.5,"Public support for restoration"
"Ecosystem_Services_Index",8.25,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",4.214285714285714,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.571428571428571,"Expected restoration outcomes"
"Public_Support_Index",4.166666666666667,"Public support for restoration"
"Ecosystem_Services_Index",9.5,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",4,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.666666666666667,"Expected restoration outcomes"
"Public_Support_Index",3.1666666666666665,"Public support for restoration"
"Ecosystem_Services_Index",8.125,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",2.5714285714285716,"Perceived restoration implementation"
"Public_Support_Index",3,"Public support for restoration"
"Ecosystem_Services_Index",7.375,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",3.142857142857143,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.25,"Expected restoration outcomes"
"Public_Support_Index",3.8333333333333335,"Public support for restoration"
"Ecosystem_Services_Index",9.625,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",3.5,"Perceived restoration implementation"
"Expected_Outcomes_Index",4.266666666666667,"Expected restoration outcomes"
"Public_Support_Index",3.5,"Public support for restoration"
"Ecosystem_Services_Index",7.125,"Perceived importance of ecosystem services"
"Restoration_Implementation_Index",1.7142857142857142,"Perceived restoration implementation"
